Codigo foto	Carpeta/Subcarpeta	Camara usada	Fecha	Familia	Genero	Especie	Nombre cientifico	Código/ ID del individuo*	Descripcion o Ubicacion	Quebrada-transecto	Colectores	Metodo de captura	file_name	class_1	conf_1	class_2	conf_2	class_3	conf_3	class_4	conf_4	class_5	conf_5
DSC_0164 - DSC_0165	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	Moenkhausia sp. 1	T1-CV1QCH-01	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0164.JPG	Moenkhausia	98.25645089149477	Astyanax	1.0402563028037548	Tetragonopterus	0.5772828124463558	Pygocentrus	0.0329843198414892	Pyrrhulina	0.021210077102296054
DSC_0164 - DSC_0165	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	Moenkhausia sp. 1	T1-CV1QCH-01	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0165.JPG	Moenkhausia	89.2520010471344	Astyanax	7.128837704658508	Tetragonopterus	3.0156105756759644	Pyrrhulina	0.20036036148667336	Pygocentrus	0.14323561917990446
DSC_0166 - DSC_0167	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Cichlidae	Laetacara	flavilabris	Laetacara flavilabris	T1-CV1QCH-02	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0166.JPG	Apistogramma	65.46087265014647	Corydoras	20.00646442174911	Moenkhausia	4.673365503549577	Erythrinus	2.8386276215314865	Bujurquina	2.7893688529729843
DSC_0166 - DSC_0167	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Cichlidae	Laetacara	flavilabris	Laetacara flavilabris	T1-CV1QCH-02	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0167.JPG	Apistogramma	24.901874363422394	Bryconops	19.499272108078003	Gymnotus	15.703123807907104	Charax	6.351567804813385	Bunocephalus	6.024449318647385
DSC_0168 - DSC_0169	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Callichthyidae	Corydoras	aeneus	Corydoras aeneus	T1-CV1QCH-03	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0168.JPG	Pyrrhulina	37.475240230560296	Erythrinus	30.185028910636905	Corydoras	25.180774927139282	Tatia	4.9899935722351065	Bujurquina	0.6444786675274372
DSC_0168 - DSC_0169	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Callichthyidae	Corydoras	aeneus	Corydoras aeneus	T1-CV1QCH-03	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0169.JPG	Corydoras	68.35842728614807	Erythrinus	20.01166939735413	Tatia	3.5162776708602905	Tetragonopterus	2.7173876762390137	Prochilodus	2.1311005577445035
DSC_0170 - DSC_0171	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Cichlidae	Laetacara	flavilabris	Laetacara flavilabris	T1-CV1QCH-04	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0170.JPG	Bujurquina	48.471850156784065	Corydoras	41.12407267093658	Erythrinus	5.243676155805588	Apistogramma	1.6449782997369766	Tatia	0.9703151881694794
DSC_0170 - DSC_0171	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Cichlidae	Laetacara	flavilabris	Laetacara flavilabris	T1-CV1QCH-04	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0171.JPG	Curimata	27.688470482826233	Moenkhausia	13.262768089771269	Gymnotus	12.918326258659365	Erythrinus	10.877872258424759	Ancistrus	7.518111169338226
DSC_0172 - DSC_0173	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	Moenkhausia sp. 1	T1-CV1QCH-05	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0172.JPG	Moenkhausia	98.83175492286682	Astyanax	0.7058954332023859	Tetragonopterus	0.3088075434789061	Pygocentrus	0.03196223406121135	Pyrrhulina	0.024908455088734627
DSC_0172 - DSC_0173	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	Moenkhausia sp. 1	T1-CV1QCH-05	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0173.JPG	Moenkhausia	88.32849860191345	Astyanax	8.156291395425798	Tetragonopterus	2.2906297817826267	Pygocentrus	0.2394967246800661	Pyrrhulina	0.2337626647204161
DSC_0184 - DSC_0185	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Callichthyidae	Corydoras	aeneus	Corydoras aeneus	T1-CV1QCH-06	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0184.JPG	Corydoras	97.75301814079285	Erythrinus	1.2530248612165449	Bujurquina	0.2825230127200484	Tatia	0.21278529893606898	Pyrrhulina	0.12502711033448574
DSC_0184 - DSC_0185	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Callichthyidae	Corydoras	aeneus	Corydoras aeneus	T1-CV1QCH-06	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0185.JPG	Corydoras	65.02761840820311	Tetragonopterus	11.479605734348295	Tatia	5.363007262349129	Bario	4.87789697945118	Moenkhausia	3.142959251999855
DSC_0186 - DSC_0187	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Callichthyidae	Corydoras	aeneus	Corydoras aeneus	T1-CV1QCH-07	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0186.JPG	Corydoras	99.17271137237549	Bujurquina	0.4270888399332762	Erythrinus	0.0921756902243942	Moenkhausia	0.07742863381281495	Tatia	0.05279728793539107
DSC_0186 - DSC_0187	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Callichthyidae	Corydoras	aeneus	Corydoras aeneus	T1-CV1QCH-07	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0187.JPG	Corydoras	44.093018770217896	Bario	34.62443947792053	Tetragonopterus	7.196234166622162	Charax	6.248947978019714	Tatia	3.670131415128708
DSC_0188 - DSC_0189	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Cichlidae	Bujurquina	moriorum	Bujurquina moriorum	T1-CV1QCH-08	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0188.JPG	Bujurquina	97.21978306770323	Corydoras	2.0634233951568604	Astyanax	0.1792983734048903	Prochilodus	0.11982197174802425	Moenkhausia	0.06434189272113144
DSC_0188 - DSC_0189	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Cichlidae	Bujurquina	moriorum	Bujurquina moriorum	T1-CV1QCH-08	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0189.JPG	Bujurquina	68.15015077590942	Corydoras	11.005397886037828	Astyanax	7.7042579650878915	Moenkhausia	3.9295684546232224	Apistogramma	2.2689672186970706
DSC_0190 - DSC_0191	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Callichthyidae	Corydoras	aeneus	Corydoras aeneus	T1-CV1QCH-09	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0190.JPG	Corydoras	97.28800058364868	Tatia	1.05112474411726	Erythrinus	0.6013899575918913	Pyrrhulina	0.5806479137390852	Phenacogaster	0.23634908720850945
DSC_0190 - DSC_0191	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Callichthyidae	Corydoras	aeneus	Corydoras aeneus	T1-CV1QCH-09	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0191.JPG	Corydoras	98.24813008308409	Tatia	1.093516685068607	Bario	0.21349245216697452	Tetragonopterus	0.12618611799553034	Prochilodus	0.0549709249753505
DSC_0192 - DSC_0193	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Lebiasinidae	Pyrrhulina	cf. eleanorae	Pyrrhulina cf. eleanorae	T1-CV1QCH-10	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0192.JPG	Pyrrhulina	97.25999236106873	Hemigrammus	2.222166769206524	Phenacogaster	0.3686926793307066	Moenkhausia	0.05723252543248236	Hyphessobrycon	0.03499191370792687
DSC_0192 - DSC_0193	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Lebiasinidae	Pyrrhulina	cf. eleanorae	Pyrrhulina cf. eleanorae	T1-CV1QCH-10	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0193.JPG	Pyrrhulina	99.41872358322144	Creagrutus	0.09308734443038702	Tatia	0.09126228396780788	Erythrinus	0.08549078484065831	Doras	0.08003674447536469
DSC_0194 - DSC_0195	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Synbranchidae	Synbranchus	marmoratus	Synbranchus marmoratus	T1-CV1QCH-11	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0194.JPG	Sorubim	52.857238054275506	Pimelodella	39.59205448627472	Rineloricaria	6.819368898868562	Characidium	0.4746286664158106	Oxyropsis	0.11764140799641608
DSC_0194 - DSC_0195	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Synbranchidae	Synbranchus	marmoratus	Synbranchus marmoratus	T1-CV1QCH-11	Chapintsa	T1-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0195.JPG	Sorubim	82.05217123031615	Rineloricaria	11.859308183193207	Oxyropsis	2.3706221953034396	Pimelodella	1.9920554012060163	Gymnotus	1.6110386699438095
DSC_0196 - DSC_0197	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	Moenkhausia sp. 1	T2-CV1QCH-01	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0196.JPG	Moenkhausia	72.15296030044557	Phenacogaster	15.25450199842453	Pyrrhulina	10.309474915266037	Astyanax	0.7503507193177938	Hyphessobrycon	0.5248956382274628
DSC_0196 - DSC_0197	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	Moenkhausia sp. 1	T2-CV1QCH-01	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0197.JPG	Moenkhausia	55.84152936935425	Pyrrhulina	34.358182549476616	Tetragonopterus	2.0300915464758877	Astyanax	1.7161371186375618	Pygocentrus	1.0993848554790022
DSC_0198 - DSC_0199	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	Moenkhausia sp. 1	T2-CV1QCH-02	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0198.JPG	Phenacogaster	96.94195985794069	Moenkhausia	1.0835882276296616	Hyphessobrycon	0.9607079438865184	Pyrrhulina	0.4923329688608646	Tyttocharax	0.1958806999027729
DSC_0198 - DSC_0199	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	Moenkhausia sp. 1	T2-CV1QCH-02	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0199.JPG	Moenkhausia	76.20157599449158	Tetragonopterus	6.44228532910347	Pyrrhulina	4.894629493355751	Astyanax	2.349887602031231	Creagrutus	1.7737505957484243
DSC_0200 - DSC_0201	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	Moenkhausia sp. 1	T2-CV1QCH-03	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0200.JPG	Phenacogaster	56.22257590293884	Hemigrammus	17.47920662164688	Pyrrhulina	13.726378977298735	Moenkhausia	9.010422229766846	Hyphessobrycon	1.294814050197601
DSC_0200 - DSC_0201	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	Moenkhausia sp. 1	T2-CV1QCH-03	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0201.JPG	Moenkhausia	85.86465716362	Pyrrhulina	6.995365023612976	Hemigrammus	1.9496804103255272	Astyanax	1.851949281990528	Tetragonopterus	1.2438493780791762
DSC_0202 - DSC_0203	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Erythrinidae	Erythrinus	erythrinus	Erythrinus erythrinus	T2-CV1QCH-04	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0202.JPG	Erythrinus	97.76628017425536	Corydoras	1.5910310670733452	Tatia	0.4663073923438788	Bujurquina	0.055887713097035885	Curimata	0.04152006295043975
DSC_0202 - DSC_0203	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Erythrinidae	Erythrinus	erythrinus	Erythrinus erythrinus	T2-CV1QCH-04	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0203.JPG	Erythrinus	98.52530360221864	Tatia	0.6514372769743204	Prochilodus	0.3965549636632204	Gymnotus	0.13350547524169087	Corydoras	0.11839158833026885
DSC_0204 - DSC_0205	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Erythrinidae	Hoplias	malabaricus	Hoplias malabaricus	T2-CV1QCH-05	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0204.JPG	Erythrinus	95.97963690757751	Gymnotus	3.1565941870212555	Tatia	0.7488415110856295	Rineloricaria	0.03954999265260994	Pimelodella	0.024704335373826325
DSC_0204 - DSC_0205	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Erythrinidae	Hoplias	malabaricus	Hoplias malabaricus	T2-CV1QCH-05	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0205.JPG	Gymnotus	90.62325954437256	Erythrinus	8.884464204311369	Tatia	0.42202710174024105	Sorubim	0.02743423392530531	Bryconops	0.008516075467923656
DSC_0206 - DSC_0207	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Cichlidae	Laetacara	flavilabris	Laetacara flavilabris	T2-CV1QCH-06	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0206.JPG	Apistogramma	92.50309467315674	Bujurquina	5.824476480484009	Corydoras	1.6272587701678276	Erythrinus	0.010403863416286184	Bario	0.008314054866787044
DSC_0206 - DSC_0207	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Cichlidae	Laetacara	flavilabris	Laetacara flavilabris	T2-CV1QCH-06	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0207.JPG	Moenkhausia	60.98851561546326	Apistogramma	25.993004441261288	Corydoras	3.435868769884109	Pyrrhulina	2.385150454938412	Curimata	1.9530044868588448
DSC_0208 - DSC_0209	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Lebiasinidae	Pyrrhulina	cf. brevis	Pyrrhulina cf. brevis	T2-CV1QCH-07	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0208.JPG	Pyrrhulina	91.97911024093628	Erythrinus	7.114243507385254	Corydoras	0.40522385388612747	Curimata	0.12096116552129388	Tatia	0.0620538427028805
DSC_0208 - DSC_0209	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Lebiasinidae	Pyrrhulina	cf. brevis	Pyrrhulina cf. brevis	T2-CV1QCH-07	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0209.JPG	Erythrinus	56.42935037612915	Pyrrhulina	40.84770679473878	Tatia	1.250264048576355	Corydoras	0.5507513415068388	Curimata	0.5039604380726814
DSC_0210 - DSC_0211	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	Moenkhausia sp. 1	T2-CV1QCH-08	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0210.JPG	Moenkhausia	95.93017101287842	Astyanax	1.9818173721432688	Tetragonopterus	1.5331613831222055	Pygocentrus	0.2809295197948813	Corydoras	0.05481434054672718
DSC_0210 - DSC_0211	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	Moenkhausia sp. 1	T2-CV1QCH-08	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0211.JPG	Moenkhausia	77.15622186660768	Tetragonopterus	16.761763393878933	Astyanax	3.9859481155872345	Pygocentrus	1.1026556603610516	Prochilodus	0.14740190235897901
DSC_0212 - DSC_0213	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Cichlidae	Laetacara	flavilabris	Laetacara flavilabris	T2-CV1QCH-09	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0212.JPG	Bujurquina	95.2506422996521	Corydoras	2.088211663067341	Apistogramma	1.0167589411139488	Moenkhausia	0.9701597504317759	Erythrinus	0.38044718094170094
DSC_0212 - DSC_0213	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Cichlidae	Laetacara	flavilabris	Laetacara flavilabris	T2-CV1QCH-09	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0213.JPG	Erythrinus	31.11957311630249	Bujurquina	28.895765542984012	Curimata	8.96928608417511	Charax	7.138752937316895	Apistogramma	5.877913907170296
DSC_0214 - DSC_0215	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Lebiasinidae	Pyrrhulina	cf. brevis	Pyrrhulina cf. brevis	T2-CV1QCH-10	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0214.JPG	Pyrrhulina	99.98002648353577	Hemigrammus	0.008305488154292107	Apistogramma	0.002485068216628861	Characidium	0.0018741615349426863	Bujurquina	0.0017859802028397098
DSC_0214 - DSC_0215	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Lebiasinidae	Pyrrhulina	cf. brevis	Pyrrhulina cf. brevis	T2-CV1QCH-10	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0215.JPG	Pyrrhulina	99.36769604682922	Doras	0.2386476146057248	Curimata	0.09001031867228447	Gymnotus	0.062299915589392185	Otocinclus	0.04864310612902045
DSC_0216 - DSC_0217	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Rivulidae	Anablepsoides 	sp. 1	Anablepsoides sp. 1	T2-CV1QCH-11	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0216.JPG	Pyrrhulina	99.67082738876344	Characidium	0.13524021487683058	Erythrinus	0.06076655117794871	Otocinclus	0.03441751468926668	Hyphessobrycon	0.02627574431244284
DSC_0216 - DSC_0217	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Rivulidae	Anablepsoides 	sp. 1	Anablepsoides sp. 1	T2-CV1QCH-11	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0217.JPG	Pyrrhulina	85.29017567634583	Gymnotus	3.604629635810852	Erythrinus	2.543084137141705	Oxyropsis	2.187070995569229	Creagrutus	1.3612586073577404
DSC_0218 - DSC_0219	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	Moenkhausia sp. 1	T2-CV1QCH-12	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0218.JPG	Phenacogaster	87.34050989151001	Hyphessobrycon	3.7941303104162216	Hemigrammus	3.4991871565580372	Moenkhausia	2.250553853809833	Astyanax	1.0107562877237797
DSC_0218 - DSC_0219	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	Moenkhausia sp. 1	T2-CV1QCH-12	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0219.JPG	Moenkhausia	74.89875555038451	Tetragonopterus	5.2706144750118264	Astyanax	3.7716954946517935	Pyrrhulina	3.691200539469719	Hemigrammus	2.659945748746395
DSC_0220 - DSC_0221	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Characidae	Tyttocharax	sp. 1	Tyttocharax sp. 1	T2-CV1QCH-13	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0220.JPG	Hyphessobrycon	70.5403745174408	Phenacogaster	21.978498995304108	Tyttocharax	2.5319181382656097	Pyrrhulina	1.6411179676651957	Hemigrammus	1.2528233230113983
DSC_0220 - DSC_0221	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Characidae	Tyttocharax	sp. 1	Tyttocharax sp. 1	T2-CV1QCH-13	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0221.JPG	Hyphessobrycon	42.471200227737434	Pyrrhulina	11.222955584526062	Astyanax	8.559313416481018	Creagrutus	7.19410702586174	Hemigrammus	6.381555646657944
DSC_0222 - DSC_0223	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Hypopomidae	Brachihypopomus	brevirostris	Brachyhypopomus brevirostris	T2-CV1QCH-14	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0222.JPG	Erythrinus	64.2611563205719	Tatia	17.83185303211212	Pyrrhulina	8.627784997224808	Gymnotus	4.1033171117305764	Pimelodella	2.122626453638077
DSC_0222 - DSC_0223	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Hypopomidae	Brachihypopomus	brevirostris	Brachyhypopomus brevirostris	T2-CV1QCH-14	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0223.JPG	Gymnotus	97.17156291007996	Oxyropsis	1.67823676019907	Tatia	0.4660806152969599	Erythrinus	0.3561988938599825	Pyrrhulina	0.0779515306930989
DSC_0224 - DSC_0225	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Lebiasinidae	Pyrrhulina	cf. brevis	Pyrrhulina cf. brevis	T2-CV1QCH-15	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0224.JPG	Pyrrhulina	99.99055862426758	Apistogramma	0.0037951551348669454	Bujurquina	0.0010468135769770015	Hemigrammus	0.0009307650543632916	Erythrinus	0.0008260043614427559
DSC_0224 - DSC_0225	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Lebiasinidae	Pyrrhulina	cf. brevis	Pyrrhulina cf. brevis	T2-CV1QCH-15	Chapintsa	T2-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0225.JPG	Pyrrhulina	99.89814162254332	Apistogramma	0.030385571881197393	Doras	0.01479982165619731	Erythrinus	0.014107199967838826	Curimata	0.011520815314725041
DSC_0226 - DSC_0227	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Cichlidae	Apistogramma	sp. nov	Apistogramma sp. nov	T3-CV1QCH-01	Chapintsa	T3-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0226.JPG	Bujurquina	86.17798089981079	Moenkhausia	6.453146040439607	Apistogramma	3.013860806822777	Corydoras	1.631956733763218	Ancistrus	0.6638595368713139
DSC_0226 - DSC_0227	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Cichlidae	Apistogramma	sp. nov	Apistogramma sp. nov	T3-CV1QCH-01	Chapintsa	T3-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0227.JPG	Bujurquina	20.607033371925358	Curimata	18.745760619640354	Erythrinus	10.470324009656906	Tetragonopterus	6.3262566924095145	Moenkhausia	5.647461861371994
DSC_0228 - DSC_0229	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	Hemigrammus sp. 2	T3-CV1QCH-02	Chapintsa	T3-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0228.JPG	Moenkhausia	99.05592203140259	Bujurquina	0.3892855020239949	Astyanax	0.223839795216918	Hemigrammus	0.19438201561570168	Corydoras	0.03241191152483225
DSC_0228 - DSC_0229	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	Hemigrammus sp. 2	T3-CV1QCH-02	Chapintsa	T3-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0229.JPG	Moenkhausia	79.2281448841095	Tetragonopterus	19.47395652532577	Astyanax	0.6707218475639821	Hemigrammus	0.12262992095202208	Pyrrhulina	0.11406403500586748
DSC_0230 - DSC_0231	Morona 3ra entrada 2019,nov	Nikon D 3500	Wed Nov 20 00:00:00 EST 2019	Cichlidae	Bujurquina	moriorum	Bujurquina moriorum	T3-CV1QCH-03	Chapintsa	T3-30-50	Morgan, Leo, Peas y wilson 	Red de arrastre y red de mano	DSC_0230.JPG	Bujurquina	60.782605409622185	Moenkhausia	29.073727130889893	Corydoras	4.513308405876161	Astyanax	3.0349334701895714	Pyrrhulina	1.0941937565803528
